index_train,similarity
678 88 24367 15531 39141 16889 30147 30656 10174 10519 31436 2315 16917 34382 13789 ,0.23943661971830985 0.18691588785046728 0.1782178217821782 0.17525773195876287 0.175 0.16666666666666666 0.16666666666666666 0.16346153846153846 0.16326530612244897 0.16071428571428573 0.16071428571428573 0.15789473684210525 0.1568627450980392 0.1566265060240964 0.1553398058252427 
37555 5433 22909 32252 23673 8422 19629 8264 9102 27638 29580 13260 31038 32089 17592 ,0.13675213675213677 0.12389380530973451 0.12173913043478261 0.12 0.11965811965811966 0.11607142857142858 0.11607142857142858 0.11594202898550725 0.11538461538461539 0.11504424778761062 0.11403508771929824 0.11290322580645161 0.1111111111111111 0.10810810810810811 0.10714285714285714 
32948 38954 23494 8954 10634 8636 36901 14911 30365 4526 5529 24542 7185 31707 1581 ,0.1452991452991453 0.14035087719298245 0.13580246913580246 0.13533834586466165 0.1337579617834395 0.1308411214953271 0.13076923076923078 0.1282051282051282 0.1282051282051282 0.12751677852348994 0.12686567164179105 0.1267605633802817 0.12650602409638553 0.12568306010928962 0.125 
36240 30379 38543 5823 6473 35159 16963 11584 38058 16541 1094 2414 18999 3077 20755 ,0.1391304347826087 0.1346153846153846 0.13333333333333333 0.13245033112582782 0.13157894736842105 0.13114754098360656 0.1282051282051282 0.1271186440677966 0.12666666666666668 0.12605042016806722 0.125 0.125 0.125 0.12408759124087591 0.12307692307692308 
21495 35970 2779 10198 1644 4997 39204 14253 18590 32738 5233 31818 39429 18869 35205 ,0.16091954022988506 0.15714285714285714 0.15217391304347827 0.1518987341772152 0.15 0.15 0.14563106796116504 0.14457831325301204 0.14432989690721648 0.14432989690721648 0.14285714285714285 0.14285714285714285 0.1415929203539823 0.14150943396226415 0.14150943396226415 
34230 930 36908 37195 30054 22567 2746 15759 21456 26992 12798 1130 23574 15601 29630 ,0.0975609756097561 0.0942622950819672 0.09389671361502347 0.09125475285171103 0.08823529411764706 0.08561643835616438 0.0847457627118644 0.08441558441558442 0.08333333333333333 0.08284023668639054 0.08250825082508251 0.0821256038647343 0.08115942028985507 0.08071748878923767 0.07853403141361257 
12793 14319 19864 4841 2548 16031 18972 20373 405 39567 36478 15061 35236 19437 6906 ,0.15217391304347827 0.14825581395348839 0.14726027397260275 0.14583333333333334 0.14522821576763487 0.14426229508196722 0.14381270903010032 0.14285714285714285 0.14241486068111456 0.1423841059602649 0.1421188630490956 0.1415929203539823 0.14093959731543623 0.1409090909090909 0.140625 
13472 3671 30412 19236 23706 3891 30636 23093 35618 31753 22427 1871 19258 28662 24851 ,0.13056379821958458 0.11049723756906077 0.10774410774410774 0.10507246376811594 0.10357142857142858 0.10317460317460317 0.10275689223057644 0.10185185185185185 0.10094637223974763 0.10033444816053512 0.09969788519637462 0.09929078014184398 0.09876543209876543 0.0984251968503937 0.09803921568627451 
33207 19477 18914 24579 26784 28850 9298 4299 25478 11086 25206 21043 641 17846 17597 ,0.1643835616438356 0.14705882352941177 0.13274336283185842 0.13274336283185842 0.1323529411764706 0.13 0.125 0.12380952380952381 0.12371134020618557 0.12264150943396226 0.12087912087912088 0.11904761904761904 0.11764705882352941 0.11764705882352941 0.11688311688311688 
33472 31245 26924 6221 29007 4098 4420 21814 14817 27874 10753 2165 2349 34760 38991 ,0.1826086956521739 0.18181818181818182 0.1794871794871795 0.16455696202531644 0.1625 0.15841584158415842 0.15789473684210525 0.15714285714285714 0.15625 0.15625 0.1553398058252427 0.15476190476190477 0.15463917525773196 0.15384615384615385 0.15384615384615385 
23474 24564 36073 6075 429 26420 14891 5398 35233 35723 14966 30988 30637 27169 17624 ,0.1346153846153846 0.10638297872340426 0.1 0.09523809523809523 0.0945945945945946 0.09433962264150944 0.09375 0.09302325581395349 0.09302325581395349 0.09259259259259259 0.08955223880597014 0.08928571428571429 0.08888888888888889 0.08823529411764706 0.0875 
13543 21704 37627 30075 30605 12878 15187 15903 4381 24003 34640 8673 35722 8300 13167 ,0.1553398058252427 0.15306122448979592 0.15053763440860216 0.14285714285714285 0.13861386138613863 0.136986301369863 0.13402061855670103 0.13402061855670103 0.13333333333333333 0.13333333333333333 0.13333333333333333 0.13186813186813187 0.13186813186813187 0.13114754098360656 0.13043478260869565 
24500 11125 31272 34324 31201 16618 38156 21882 27492 23614 2153 591 31669 15822 7292 ,0.13194444444444445 0.11267605633802817 0.11224489795918367 0.11214953271028037 0.11194029850746269 0.11038961038961038 0.11023622047244094 0.109375 0.10869565217391304 0.1076923076923077 0.10576923076923077 0.10569105691056911 0.1037037037037037 0.1032258064516129 0.10294117647058823 
16924 38861 22337 4566 5888 30845 3239 2578 27280 17931 22797 20768 29156 8058 24331 ,0.1592356687898089 0.1407766990291262 0.14054054054054055 0.13450292397660818 0.13440860215053763 0.13440860215053763 0.1340782122905028 0.1337579617834395 0.13286713286713286 0.13100436681222707 0.13 0.12962962962962962 0.1286549707602339 0.1282051282051282 0.12690355329949238 
24815 24024 19210 21492 1538 27404 8413 37861 27643 27107 2110 29247 24708 31427 3146 ,0.1337579617834395 0.13043478260869565 0.12574850299401197 0.12396694214876033 0.12307692307692308 0.12244897959183673 0.11711711711711711 0.11570247933884298 0.1144578313253012 0.11428571428571428 0.11290322580645161 0.11290322580645161 0.112 0.112 0.1111111111111111 
18716 3661 19585 33160 24534 11458 33680 20349 20873 5253 7168 7386 20759 38934 34059 ,0.13175675675675674 0.12121212121212122 0.11659192825112108 0.11153846153846154 0.10294117647058823 0.10204081632653061 0.1004566210045662 0.09947643979057591 0.0967741935483871 0.09561752988047809 0.09467455621301775 0.0944206008583691 0.09433962264150944 0.09405940594059406 0.09387755102040816 
21564 36485 10094 25811 34382 36652 25100 2349 32150 12860 4740 8328 9249 31777 31503 ,0.18085106382978725 0.17647058823529413 0.17592592592592593 0.17582417582417584 0.1728395061728395 0.1717171717171717 0.17117117117117117 0.16981132075471697 0.16853932584269662 0.16666666666666666 0.16279069767441862 0.16161616161616163 0.16 0.16 0.15789473684210525 
7765 26138 34955 7794 30557 401 39168 25636 34909 4084 30547 3461 22738 10246 19897 ,0.14423076923076922 0.12264150943396226 0.12244897959183673 0.12195121951219512 0.12048192771084337 0.12037037037037036 0.11818181818181818 0.11764705882352941 0.11711711711711711 0.11688311688311688 0.11650485436893204 0.11607142857142858 0.11510791366906475 0.11290322580645161 0.1125 
22358 25164 14750 19445 13081 18152 23032 3461 9071 22351 25506 33343 38339 32105 33609 ,0.13636363636363635 0.13548387096774195 0.13286713286713286 0.1328125 0.1323529411764706 0.13131313131313133 0.13114754098360656 0.12949640287769784 0.12658227848101267 0.12432432432432433 0.1232876712328767 0.12195121951219512 0.12162162162162163 0.12087912087912088 0.1206896551724138 
39226 6518 29916 24808 12632 27582 23815 5647 6408 6840 38120 5853 37958 25123 27222 ,0.14074074074074075 0.13846153846153847 0.136 0.1301775147928994 0.12931034482758622 0.1292517006802721 0.12698412698412698 0.1259259259259259 0.125 0.12413793103448276 0.12408759124087591 0.12389380530973451 0.1223021582733813 0.12121212121212122 0.12121212121212122 
1129 577 39942 11584 30147 30518 38870 17888 19999 11053 27298 20914 37500 25732 18074 ,0.15178571428571427 0.14285714285714285 0.13664596273291926 0.13513513513513514 0.1322314049586777 0.1322314049586777 0.1320754716981132 0.13157894736842105 0.12931034482758622 0.1292517006802721 0.12844036697247707 0.12790697674418605 0.12631578947368421 0.1262135922330097 0.12612612612612611 
9966 1325 17926 19491 36850 4928 27102 18392 21029 27940 31235 2944 32510 30104 27183 ,0.14912280701754385 0.14285714285714285 0.14035087719298245 0.1390728476821192 0.13793103448275862 0.13675213675213677 0.1366906474820144 0.13636363636363635 0.13513513513513514 0.13445378151260504 0.13392857142857142 0.13333333333333333 0.13333333333333333 0.13286713286713286 0.13245033112582782 
34109 33220 34751 857 13645 4608 19389 568 10685 1999 34236 2379 2944 28188 39999 ,0.13253012048192772 0.12962962962962962 0.1223021582733813 0.12135922330097088 0.12025316455696203 0.12 0.11842105263157894 0.11834319526627218 0.11764705882352941 0.1165644171779141 0.1164021164021164 0.11612903225806452 0.11612903225806452 0.1148936170212766 0.11464968152866242 
27731 714 4740 12764 3477 34382 5564 27251 9718 2642 21109 21836 26355 35875 9349 ,0.1518987341772152 0.13513513513513514 0.13513513513513514 0.1346153846153846 0.13157894736842105 0.12857142857142856 0.1282051282051282 0.1282051282051282 0.12790697674418605 0.125 0.125 0.125 0.125 0.12371134020618557 0.12359550561797752 
6097 12632 21278 21833 6652 17409 20488 34294 12100 3704 7221 10977 19552 34464 35900 ,0.12222222222222222 0.11965811965811966 0.11864406779661017 0.11842105263157894 0.11811023622047244 0.11428571428571428 0.11333333333333333 0.11267605633802817 0.11173184357541899 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.11016949152542373 
32841 22957 18015 12563 17552 9577 11135 33470 38669 30199 28690 5157 25411 19353 3701 ,0.15168539325842698 0.14922813036020582 0.14309764309764308 0.14211438474870017 0.13740458015267176 0.13716814159292035 0.13555992141453832 0.13537906137184116 0.1346153846153846 0.13432835820895522 0.13400335008375208 0.1339155749636099 0.13333333333333333 0.13319672131147542 0.13307984790874525 
2507 36279 9854 8212 10115 28957 26282 12860 12519 34304 8030 34679 39791 1023 9447 ,0.19424460431654678 0.1834862385321101 0.18333333333333332 0.17518248175182483 0.17142857142857143 0.1694915254237288 0.16666666666666666 0.16521739130434782 0.16393442622950818 0.16379310344827586 0.16304347826086957 0.1597222222222222 0.15966386554621848 0.15714285714285714 0.15675675675675677 
18236 37475 37935 29671 18757 35745 2576 20927 10114 19206 11827 16813 27356 13058 21979 ,0.12179487179487179 0.12021857923497267 0.12 0.11797752808988764 0.11724137931034483 0.11486486486486487 0.11377245508982035 0.11333333333333333 0.11320754716981132 0.11242603550295859 0.1118421052631579 0.11173184357541899 0.1116751269035533 0.11165048543689321 0.11042944785276074 
17491 23930 21957 13445 9232 900 1991 31588 14376 18972 26282 508 33458 20096 10913 ,0.1242603550295858 0.12376237623762376 0.12244897959183673 0.12195121951219512 0.12167300380228137 0.11971830985915492 0.11940298507462686 0.11904761904761904 0.1179245283018868 0.11764705882352941 0.11764705882352941 0.11728395061728394 0.11666666666666667 0.11650485436893204 0.11627906976744186 
786 23632 3280 37512 8158 32286 15555 32639 4349 17340 29547 9274 34924 4820 18657 ,0.12195121951219512 0.12195121951219512 0.11538461538461539 0.11428571428571428 0.11320754716981132 0.10810810810810811 0.10526315789473684 0.10526315789473684 0.10416666666666667 0.10416666666666667 0.10416666666666667 0.10344827586206896 0.10344827586206896 0.10204081632653061 0.10204081632653061 
39097 8552 26616 12396 23488 18978 30667 1875 17573 8937 29116 34402 37246 21575 16111 ,0.1501416430594901 0.14418604651162792 0.14007782101167315 0.13857677902621723 0.13804713804713806 0.1377952755905512 0.13765182186234817 0.1360544217687075 0.13551401869158877 0.1346938775510204 0.13427561837455831 0.13309352517985612 0.1326530612244898 0.1325581395348837 0.13215859030837004 
7082 14118 4376 23330 24724 37870 16479 8741 27338 23585 32224 2893 29958 1841 11660 ,0.11678832116788321 0.11585365853658537 0.112 0.1118421052631579 0.1118421052631579 0.11038961038961038 0.10869565217391304 0.10738255033557047 0.10738255033557047 0.1073170731707317 0.1069182389937107 0.10687022900763359 0.10687022900763359 0.10655737704918032 0.10650887573964497 
25912 24617 36058 32160 19582 28662 36529 15809 3882 38159 118 7060 19240 35510 24634 ,0.1657142857142857 0.14832535885167464 0.13380281690140844 0.1336206896551724 0.12658227848101267 0.12432432432432433 0.12359550561797752 0.12173913043478261 0.12152777777777778 0.12017167381974249 0.1188118811881188 0.11842105263157894 0.11728395061728394 0.11715481171548117 0.11464968152866242 
27848 21239 28921 2417 29004 29715 2718 36193 19335 22485 3369 12116 21885 8462 21032 ,0.11278195488721804 0.11206896551724138 0.10852713178294573 0.10679611650485436 0.1015625 0.1015625 0.10091743119266056 0.10091743119266056 0.1 0.09917355371900827 0.09482758620689655 0.09473684210526316 0.09448818897637795 0.09401709401709402 0.09401709401709402 
35928 32666 29221 34810 15646 29170 37912 15315 17246 11619 981 13437 18931 9796 28989 ,0.13157894736842105 0.12121212121212122 0.12087912087912088 0.11864406779661017 0.11538461538461539 0.11538461538461539 0.11450381679389313 0.11382113821138211 0.1130952380952381 0.11206896551724138 0.1092896174863388 0.10869565217391304 0.10852713178294573 0.10743801652892562 0.10743801652892562 
34553 35669 15852 29150 20929 35900 39774 1018 6637 16968 4735 29921 37920 22491 21482 ,0.15942028985507245 0.14893617021276595 0.14492753623188406 0.14473684210526316 0.14285714285714285 0.13953488372093023 0.13846153846153847 0.13636363636363635 0.13636363636363635 0.13636363636363635 0.13541666666666666 0.1348314606741573 0.1348314606741573 0.1346153846153846 0.13432835820895522 
17175 22973 11609 20296 10174 3169 22990 28936 39232 18969 34012 4957 25587 27699 35128 ,0.13333333333333333 0.13253012048192772 0.13095238095238096 0.12931034482758622 0.12871287128712872 0.125 0.125 0.12380952380952381 0.12380952380952381 0.12371134020618557 0.12359550561797752 0.12149532710280374 0.12121212121212122 0.12121212121212122 0.12121212121212122 
18398 26920 19294 27538 5666 29638 30656 1372 1092 1767 25856 27234 6929 2126 20783 ,0.12359550561797752 0.1206896551724138 0.11891891891891893 0.11711711711711711 0.11475409836065574 0.11450381679389313 0.11290322580645161 0.11206896551724138 0.11194029850746269 0.1118421052631579 0.10948905109489052 0.10738255033557047 0.10714285714285714 0.10614525139664804 0.10569105691056911 
39669 24335 34939 1156 18759 15170 38023 35559 30537 11359 32722 13989 34679 28795 25595 ,0.14388489208633093 0.140625 0.1329479768786127 0.13043478260869565 0.13043478260869565 0.12807881773399016 0.12804878048780488 0.128 0.12690355329949238 0.12631578947368421 0.12598425196850394 0.125 0.125 0.12422360248447205 0.12359550561797752 
4787 24442 39876 16285 18207 29366 30799 7608 23553 21421 3254 32874 28501 18194 27939 ,0.12280701754385964 0.11666666666666667 0.11403508771929824 0.1111111111111111 0.109375 0.10655737704918032 0.10638297872340426 0.10606060606060606 0.10483870967741936 0.10365853658536585 0.10236220472440945 0.1015625 0.10135135135135136 0.09923664122137404 0.09821428571428571 
38898 5974 24764 15535 21820 27608 31799 39551 15376 37195 3318 18974 26108 29925 37011 ,0.15441176470588236 0.14634146341463414 0.14606741573033707 0.14516129032258066 0.14488636363636365 0.14479638009049775 0.14339622641509434 0.1423076923076923 0.1422924901185771 0.14035087719298245 0.13580246913580246 0.13389121338912133 0.13309352517985612 0.1324200913242009 0.13157894736842105 
37666 8334 7801 23338 26600 14998 31266 10586 25883 936 7113 2551 3261 15691 15630 ,0.145985401459854 0.14285714285714285 0.13953488372093023 0.1349206349206349 0.1347517730496454 0.1328125 0.1323529411764706 0.12903225806451613 0.128 0.12686567164179105 0.1261682242990654 0.1259259259259259 0.12582781456953643 0.12578616352201258 0.125 
15583 4073 3400 1266 17492 3704 3451 16478 30104 35360 37095 33465 32312 28662 2919 ,0.1837837837837838 0.17557251908396945 0.17355371900826447 0.1721311475409836 0.16853932584269662 0.16666666666666666 0.16463414634146342 0.16379310344827586 0.16339869281045752 0.16292134831460675 0.16279069767441862 0.16216216216216217 0.16176470588235295 0.16049382716049382 0.15976331360946747 
30183 21375 18974 15245 28195 11515 12010 34747 9354 17098 34911 10357 18978 2882 12 ,0.15555555555555556 0.15151515151515152 0.1497326203208556 0.14906832298136646 0.14685314685314685 0.14619883040935672 0.1452513966480447 0.1437125748502994 0.1419753086419753 0.14 0.14 0.13966480446927373 0.13942307692307693 0.1390728476821192 0.1388888888888889 
